mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__alpha	param_estimator__binarize	param_estimator__fit_prior	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.005943107604980469	0.0029324054718017577	0.5132013201320133	0.5	0.3535441249997923	0.0	0.0	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True, u'estimator__binarize': 0.0}	21	1	61	0.5163934426229508	0.5	0.35519125683060104	0.5327868852459017	0.5	0.390160484083136	0.5041322314049587	0.5	0.3351648351648352	0.512396694214876	0.5	0.35341001720858617	0.5041322314049587	0.5	0.3351648351648352	0.5206611570247934	0.5	0.3711469534050179	0.512396694214876	0.5	0.35341001720858617	0.5206611570247934	0.5	0.3711469534050179	0.5041322314049587	0.5	0.3351648351648352	0.5041322314049587	0.5	0.3351648351648352	0.0004241656261100646	0.00017924803493336896	0.00915008858078143	0.0	0.01822096178797209
0.0062334537506103516	0.0028246164321899412	0.5099009900990099	0.4500825082508251	0.3492143640667098	0.0	0.0	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False, u'estimator__binarize': 0.0}	53	11	71	0.5163934426229508	0.5	0.35519125683060104	0.5327868852459017	0.5	0.390160484083136	0.5041322314049587	0.5	0.3351648351648352	0.512396694214876	0.5	0.35341001720858617	0.5041322314049587	0.5	0.3351648351648352	0.5206611570247934	0.5	0.3711469534050179	0.512396694214876	0.5	0.35341001720858617	0.48760330578512395	0.0	0.3277777777777778	0.5041322314049587	0.5	0.3351648351648352	0.5041322314049587	0.5	0.3351648351648352	0.0007278762329015083	6.495101923133351e-05	0.011519284461508128	0.14988992591918415	0.018670905269710644
0.006188607215881348	0.0030507326126098635	0.5198019801980198	0.0	0.4573709402536402	0.0	0.1	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True, u'estimator__binarize': 0.1}	6	81	6	0.5245901639344263	0.0	0.4535063330244053	0.5737704918032787	0.0	0.5224330021077989	0.5371900826446281	0.0	0.48353658536585375	0.4793388429752066	0.0	0.41545893719806765	0.5041322314049587	0.0	0.45885509838998206	0.48760330578512395	0.0	0.42114197530864206	0.5619834710743802	0.0	0.5019802749087521	0.5371900826446281	0.0	0.47029393370856787	0.47107438016528924	0.0	0.39462163852407756	0.5206611570247934	0.0	0.4513758599124452	0.0009608056196815313	0.0006792141446947164	0.03258969321305702	0.0	0.03761135797770919
0.00584261417388916	0.003879070281982422	0.5198019801980198	0.0	0.4573709402536402	0.0	0.1	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False, u'estimator__binarize': 0.1}	6	81	6	0.5245901639344263	0.0	0.4535063330244053	0.5737704918032787	0.0	0.5224330021077989	0.5371900826446281	0.0	0.48353658536585375	0.4793388429752066	0.0	0.41545893719806765	0.5041322314049587	0.0	0.45885509838998206	0.48760330578512395	0.0	0.42114197530864206	0.5619834710743802	0.0	0.5019802749087521	0.5371900826446281	0.0	0.47029393370856787	0.47107438016528924	0.0	0.39462163852407756	0.5206611570247934	0.0	0.4513758599124452	0.0002136717641256782	0.0027137063734353605	0.03258969321305702	0.0	0.03761135797770919
0.006065273284912109	0.0031261444091796875	0.5107260726072608	0.0	0.4132548829412043	0.0	0.25	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True, u'estimator__binarize': 0.25}	37	81	27	0.4918032786885246	0.0	0.3987281399046105	0.5491803278688525	0.0	0.4624689577825843	0.5206611570247934	0.0	0.42663398692810456	0.5041322314049587	0.0	0.4068627450980392	0.5206611570247934	0.0	0.4354890604890605	0.4628099173553719	0.0	0.3521950415945968	0.5289256198347108	0.0	0.4409499878414525	0.512396694214876	0.0	0.4213341979411526	0.49586776859504134	0.0	0.3704904051172708	0.5206611570247934	0.0	0.4171096345514951	0.0007032296312215459	0.0005521214144630272	0.022436576109034195	0.0	0.03123645499761046
0.0060309886932373045	0.0028716087341308593	0.5107260726072608	0.0	0.4132548829412043	0.0	0.25	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False, u'estimator__binarize': 0.25}	37	81	27	0.4918032786885246	0.0	0.3987281399046105	0.5491803278688525	0.0	0.4624689577825843	0.5206611570247934	0.0	0.42663398692810456	0.5041322314049587	0.0	0.4068627450980392	0.5206611570247934	0.0	0.4354890604890605	0.4628099173553719	0.0	0.3521950415945968	0.5289256198347108	0.0	0.4409499878414525	0.512396694214876	0.0	0.4213341979411526	0.49586776859504134	0.0	0.3704904051172708	0.5206611570247934	0.0	0.4171096345514951	0.0003709035590141442	5.134278641986048e-05	0.022436576109034195	0.0	0.03123645499761046
0.006060385704040527	0.0028306245803833008	0.5082508250825083	0.0	0.3776177829587691	0.0	0.5	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True, u'estimator__binarize': 0.5}	67	81	49	0.5	0.0	0.36037816931671685	0.5081967213114754	0.0	0.3769152196118488	0.49586776859504134	0.0	0.3454819544205019	0.5041322314049587	0.0	0.375	0.512396694214876	0.0	0.4119924223704802	0.512396694214876	0.0	0.3669415624722887	0.5206611570247934	0.0	0.3958333333333333	0.5371900826446281	0.0	0.427315753887762	0.48760330578512395	0.0	0.3414676966292135	0.5041322314049587	0.0	0.375	0.0005225220160917145	5.326414597266761e-05	0.013058645519032023	0.0	0.025960655472177185
0.005824589729309082	0.0028656721115112305	0.5082508250825083	0.0	0.3776177829587691	0.0	0.5	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False, u'estimator__binarize': 0.5}	67	81	49	0.5	0.0	0.36037816931671685	0.5081967213114754	0.0	0.3769152196118488	0.49586776859504134	0.0	0.3454819544205019	0.5041322314049587	0.0	0.375	0.512396694214876	0.0	0.4119924223704802	0.512396694214876	0.0	0.3669415624722887	0.5206611570247934	0.0	0.3958333333333333	0.5371900826446281	0.0	0.427315753887762	0.48760330578512395	0.0	0.3414676966292135	0.5041322314049587	0.0	0.375	0.00010010278532088322	0.00015521563134725944	0.013058645519032023	0.0	0.025960655472177185
0.0069024085998535155	0.003052973747253418	0.4975247524752475	0.19966996699669967	0.3432862493091656	0.0	0.75	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True, u'estimator__binarize': 0.75}	88	59	79	0.5	0.0	0.33333333333333337	0.48360655737704916	0.0	0.3259668508287292	0.49586776859504134	0.5	0.3314917127071823	0.49586776859504134	0.0	0.3454819544205019	0.5206611570247934	0.5	0.38395365168539325	0.49586776859504134	0.5	0.3314917127071823	0.48760330578512395	0.0	0.3414676966292135	0.48760330578512395	0.0	0.3414676966292135	0.49586776859504134	0.0	0.3314917127071823	0.512396694214876	0.5	0.3669415624722887	0.0019554448936905163	0.0005498923182858695	0.010788379260637772	0.24488137491015258	0.01743409304395692
0.005868792533874512	0.002818799018859863	0.4975247524752475	0.19966996699669967	0.3432862493091656	0.0	0.75	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False, u'estimator__binarize': 0.75}	88	59	79	0.5	0.0	0.33333333333333337	0.48360655737704916	0.0	0.3259668508287292	0.49586776859504134	0.5	0.3314917127071823	0.49586776859504134	0.0	0.3454819544205019	0.5206611570247934	0.5	0.38395365168539325	0.49586776859504134	0.5	0.3314917127071823	0.48760330578512395	0.0	0.3414676966292135	0.48760330578512395	0.0	0.3414676966292135	0.49586776859504134	0.0	0.3314917127071823	0.512396694214876	0.5	0.3669415624722887	7.25147864463529e-05	4.9167952041499854e-05	0.010788379260637772	0.24488137491015258	0.01743409304395692
