mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__C	param_estimator__fit_intercept	param_estimator__loss	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.11840949058532715	0.026548337936401368	0.9374872734677255	0.0	0.48386735600632386	1e-06	True	hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': True}	12	9	44	0.9369277721261444	0.0	0.483718487394958	0.9379450661241099	0.0	0.483989501312336	0.9348931841302136	0.0	0.4831756046267088	0.9379450661241099	0.0	0.483989501312336	0.9369277721261444	0.0	0.483718487394958	0.9369277721261444	0.0	0.483718487394958	0.9378185524974516	0.0	0.483955812730142	0.9367991845056065	0.0	0.48368421052631577	0.9388379204892966	0.0	0.4842271293375395	0.9398572884811417	0.0	0.4844981607987388	0.018749321364609065	0.02304655183792671	0.0012692039718162392	0.0	0.00033813256093282747
0.11982181072235107	0.0087691068649292	0.9381999592750967	0.0	0.48405720255434775	1e-06	True	squared_hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': True}	9	9	43	0.9369277721261444	0.0	0.483718487394958	0.9379450661241099	0.0	0.483989501312336	0.9379450661241099	0.0	0.483989501312336	0.9389623601220752	0.0	0.48426023084994757	0.9369277721261444	0.0	0.483718487394958	0.9369277721261444	0.0	0.483718487394958	0.9398572884811417	0.0	0.4844981607987388	0.9378185524974516	0.0	0.483955812730142	0.9388379204892966	0.0	0.4842271293375395	0.9398572884811417	0.0	0.4844981607987388	0.017884064522385074	0.006259467561446101	0.0010774817723975493	0.0	0.0002867774492993763
0.10655601024627685	0.007313084602355957	0.9251679902260233	0.0	0.5001028903790785	1e-06	False	hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': False}	19	9	30	0.9175991861648016	0.0	0.4785145888594164	0.9226856561546287	0.0	0.4798941798941799	0.9267548321464903	0.0	0.5309119830328738	0.9237029501525941	0.0	0.5054436417057414	0.9298067141403866	0.0	0.5091722206543212	0.9226856561546287	0.0	0.5048515376458113	0.9306829765545361	0.0	0.5097883597883598	0.9255861365953109	0.0	0.4939904610492845	0.9276248725790011	0.0	0.4949056179612319	0.9245667686034659	0.0	0.49353965507618464	0.012908412176153978	0.0014570828723398331	0.0036443575780684104	0.0	0.014695505544614103
0.12172141075134277	0.011487531661987304	0.9264915495825697	0.0	0.5007203950799658	1e-06	False	squared_hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': False}	18	9	29	0.9206510681586979	0.0	0.4793432203389831	0.9247202441505595	0.0	0.48044397463002114	0.9287894201424212	0.0	0.532743915688831	0.9237029501525941	0.0	0.5054436417057414	0.9298067141403866	0.0	0.5091722206543212	0.9226856561546287	0.0	0.5048515376458113	0.9317023445463812	0.0	0.5104535196371247	0.9276248725790011	0.0	0.4949056179612319	0.9296636085626911	0.0	0.49584019186509853	0.9255861365953109	0.0	0.4939904610492845	0.01877427423291727	0.007864204374434018	0.0033928248496642504	0.0	0.014844111008065859
0.14510185718536378	0.030139923095703125	0.9394217063734474	0.25	0.4843822144673901	1e-05	True	hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': True}	7	7	42	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9379450661241099	0.0	0.483989501312336	0.9399796541200407	0.5	0.4845306764551652	0.9379450661241099	0.0	0.483989501312336	0.9379450661241099	0.0	0.483989501312336	0.9408766564729868	0.5	0.4847689075630252	0.9388379204892966	0.0	0.4842271293375395	0.9408766564729868	0.5	0.4847689075630252	0.9398572884811417	0.0	0.4844981607987388	0.012011944359757495	0.0015453052743225146	0.0011063399803555817	0.25	0.00029417194193960615
0.15053791999816896	0.03261191844940185	0.9399307676644268	0.3000407249032784	0.48451763610247284	1e-05	True	squared_hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': True}	6	6	41	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9389623601220752	0.0	0.48426023084994757	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9389623601220752	0.0	0.48426023084994757	0.9408766564729868	0.5	0.4847689075630252	0.9398572884811417	0.0	0.4844981607987388	0.9408766564729868	0.5	0.4847689075630252	0.9398572884811417	0.0	0.4844981607987388	0.0072094031178520325	0.0034043052591943043	0.0006070199020405781	0.2449406578156318	0.00016130148312560444
0.14726736545562744	0.03034532070159912	0.9293422928120546	0.0	0.5008989159592337	1e-05	False	hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': False}	17	9	28	0.9247202441505595	0.0	0.48044397463002114	0.9277721261444557	0.0	0.48126649076517153	0.9298067141403866	0.0	0.5336844203969667	0.9318413021363174	0.0	0.5104909138206548	0.9298067141403866	0.0	0.4958787022929132	0.9287894201424212	0.0	0.5085280841094795	0.9347604485219164	0.0	0.5125163053605815	0.9306829765545361	0.0	0.4963153125943824	0.9306829765545361	0.0	0.4963153125943824	0.9245667686034659	0.0	0.49353965507618464	0.007638593112478364	0.0014371467851151383	0.0029415086336334584	0.0	0.015121743328679015
0.11941523551940918	0.020020294189453124	0.9356546528201996	0.0	0.49558712085981815	1e-05	False	squared_hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': False}	14	9	32	0.9328585961342828	0.0	0.49731915948676625	0.9359104781281791	0.0	0.4834471886495008	0.9298067141403866	0.0	0.48181338956246705	0.9379450661241099	0.0	0.5147250434993728	0.9359104781281791	0.0	0.5132630685435382	0.9348931841302136	0.0	0.4831756046267088	0.9378185524974516	0.0	0.5146912128461945	0.9388379204892966	0.0	0.500339558573854	0.9367991845056065	0.0	0.48368421052631577	0.9357798165137615	0.0	0.4834123222748815	0.024999240723193546	0.012634786800130495	0.002532462588641998	0.0	0.0136030258172637
0.14573183059692382	0.028794384002685545	0.9400325799226227	0.3499796375483608	0.48454467770049403	0.0001	True	hinge	324089	{u'estimator__C': 0.0001, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': True}	5	5	40	0.9399796541200407	0.5	0.4845306764551652	0.9389623601220752	0.0	0.48426023084994757	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9389623601220752	0.0	0.48426023084994757	0.9408766564729868	0.5	0.4847689075630252	0.9408766564729868	0.5	0.4847689075630252	0.9408766564729868	0.5	0.4847689075630252	0.9398572884811417	0.0	0.4844981607987388	0.009089866735109935	0.0037751314226389986	0.0006685278001515523	0.2291376705731696	0.00017763743673712993
0.14193332195281982	0.026718282699584962	0.9401343921808186	0.4000203624516392	0.4845717442887581	0.0001	True	squared_hinge	324089	{u'estimator__C': 0.0001, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': True}	4	3	39	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9399796541200407	0.5	0.4845306764551652	0.9389623601220752	0.0	0.48426023084994757	0.9408766564729868	0.5	0.4847689075630252	0.9408766564729868	0.5	0.4847689075630252	0.9408766564729868	0.5	0.4847689075630252	0.9398572884811417	0.0	0.4844981607987388	0.014381730212677125	0.006197606106694666	0.0005676386998074836	0.19998472654150068	0.00015081275476913977
