mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__C	param_estimator__fit_intercept	param_estimator__loss	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.002018451690673828	0.00250396728515625	0.8397711015736766	0.5	0.8363898529937979	1e-06	True	hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': True}	38	1	38	0.7323943661971831	0.5	0.7321818542783403	0.7714285714285715	0.5	0.769736842105263	0.9	0.5	0.895187165775401	0.7857142857142857	0.5	0.7835497835497836	0.8571428571428571	0.5	0.8528174936921784	0.8285714285714286	0.5	0.825	0.9142857142857143	0.5	0.9095607235142119	0.8714285714285714	0.5	0.8668357641090678	0.8985507246376812	0.5	0.8941949616648411	0.8405797101449275	0.5	0.8371594078523923	0.0003930800830336039	0.0011038878112919097	0.05775001579892849	0.0	0.056326183701423324
0.0034543991088867186	0.0019835948944091795	0.8454935622317596	0.5	0.8419736725792577	1e-06	True	squared_hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': True}	37	1	37	0.7605633802816901	0.5	0.7598009950248756	0.7857142857142857	0.5	0.7835497835497836	0.9	0.5	0.895187165775401	0.7857142857142857	0.5	0.7835497835497836	0.8571428571428571	0.5	0.8528174936921784	0.8285714285714286	0.5	0.825	0.9142857142857143	0.5	0.9095607235142119	0.8714285714285714	0.5	0.8668357641090678	0.8985507246376812	0.5	0.8941949616648411	0.855072463768116	0.5	0.8512931034482759	0.003500324621900309	7.056431149594827e-05	0.05115073284324995	0.0	0.04990823074076329
0.002912569046020508	0.004143619537353515	0.7854077253218884	0.5	0.7833365785088514	1e-06	False	hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': False}	43	1	43	0.704225352112676	0.5	0.704225352112676	0.7428571428571429	0.5	0.742014742014742	0.9	0.5	0.895187165775401	0.7142857142857143	0.5	0.7140522875816993	0.8	0.5	0.7973531844499586	0.7571428571428571	0.5	0.7558974358974359	0.8571428571428571	0.5	0.8528174936921784	0.8142857142857143	0.5	0.8111641419381614	0.8260869565217391	0.5	0.823076923076923	0.7391304347826086	0.5	0.7386363636363635	0.0027486205686018715	0.003502256962938689	0.06121470474523024	0.0	0.05957743139736353
0.003976798057556153	0.0036295652389526367	0.7868383404864091	0.5	0.7847405523198054	1e-06	False	squared_hinge	324089	{u'estimator__C': 1e-06, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': False}	42	1	42	0.704225352112676	0.5	0.704225352112676	0.7428571428571429	0.5	0.742014742014742	0.9	0.5	0.895187165775401	0.7285714285714285	0.5	0.7280719689225108	0.8	0.5	0.7973531844499586	0.7571428571428571	0.5	0.7558974358974359	0.8571428571428571	0.5	0.8528174936921784	0.8142857142857143	0.5	0.8111641419381614	0.8260869565217391	0.5	0.823076923076923	0.7391304347826086	0.5	0.7386363636363635	0.0038964880399539274	0.003096661194084745	0.05968361853767569	0.0	0.058074398791047865
0.0024364948272705077	0.0027173519134521484	0.8397711015736766	0.5	0.8363898529937979	1e-05	True	hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': True}	38	1	38	0.7323943661971831	0.5	0.7321818542783403	0.7714285714285715	0.5	0.769736842105263	0.9	0.5	0.895187165775401	0.7857142857142857	0.5	0.7835497835497836	0.8571428571428571	0.5	0.8528174936921784	0.8285714285714286	0.5	0.825	0.9142857142857143	0.5	0.9095607235142119	0.8714285714285714	0.5	0.8668357641090678	0.8985507246376812	0.5	0.8941949616648411	0.8405797101449275	0.5	0.8371594078523923	0.00013347830454664666	0.0008972128434969939	0.05775001579892849	0.0	0.056326183701423324
0.0023916959762573242	0.002328801155090332	0.8655221745350501	0.5	0.8615250349921852	1e-05	True	squared_hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': True}	36	1	36	0.8169014084507042	0.5	0.8145469158127385	0.8142857142857143	0.5	0.8111641419381614	0.9142857142857143	0.5	0.9095607235142119	0.8142857142857143	0.5	0.8111641419381614	0.8714285714285714	0.5	0.8668357641090678	0.8428571428571429	0.5	0.838878426449048	0.9142857142857143	0.5	0.9095607235142119	0.8857142857142857	0.5	0.8809523809523809	0.8985507246376812	0.5	0.8941949616648411	0.8840579710144928	0.5	0.8797909407665505	6.099456036818525e-05	9.247267061150962e-05	0.03846463386870281	0.0	0.03774329634786031
0.0022263526916503906	0.002178812026977539	0.7854077253218884	0.5	0.7833365785088514	1e-05	False	hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': False}	43	1	43	0.704225352112676	0.5	0.704225352112676	0.7428571428571429	0.5	0.742014742014742	0.9	0.5	0.895187165775401	0.7142857142857143	0.5	0.7140522875816993	0.8	0.5	0.7973531844499586	0.7571428571428571	0.5	0.7558974358974359	0.8571428571428571	0.5	0.8528174936921784	0.8142857142857143	0.5	0.8111641419381614	0.8260869565217391	0.5	0.823076923076923	0.7391304347826086	0.5	0.7386363636363635	0.00025022249666096504	0.00016083563253397977	0.06121470474523024	0.0	0.05957743139736353
0.0018095970153808594	0.00196223258972168	0.7939914163090128	0.5	0.7917178302683407	1e-05	False	squared_hinge	324089	{u'estimator__C': 1e-05, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': False}	41	1	41	0.7183098591549296	0.5	0.7182539682539683	0.7428571428571429	0.5	0.742014742014742	0.8857142857142857	0.5	0.8809523809523809	0.7571428571428571	0.5	0.7558974358974359	0.8	0.5	0.7973531844499586	0.7571428571428571	0.5	0.7558974358974359	0.8714285714285714	0.5	0.8668357641090678	0.8142857142857143	0.5	0.8111641419381614	0.8405797101449275	0.5	0.8371594078523923	0.7536231884057971	0.5	0.7527924130663857	7.22125756687692e-05	4.705452658010835e-05	0.05457632791269113	0.0	0.053004884789716156
0.0017944097518920899	0.0019161462783813476	0.9027181688125894	0.5	0.8983683918035645	0.0001	True	hinge	324089	{u'estimator__C': 0.0001, u'estimator__random_state': 324089, u'estimator__loss': 'hinge', u'estimator__fit_intercept': True}	21	1	21	0.8873239436619719	0.5	0.883415435139573	0.8428571428571429	0.5	0.838878426449048	0.9571428571428572	0.5	0.9537343027098479	0.8714285714285714	0.5	0.8668357641090678	0.9	0.5	0.895187165775401	0.9142857142857143	0.5	0.9095607235142119	0.9142857142857143	0.5	0.9095607235142119	0.9142857142857143	0.5	0.9095607235142119	0.9130434782608695	0.5	0.9087301587301588	0.9130434782608695	0.5	0.9087301587301588	3.9290058069706695e-05	4.479154178989761e-05	0.028975473027320505	0.0	0.029043367366922368
0.0018500804901123047	0.0019450426101684571	0.9599427753934192	0.2989985693848355	0.9563671113466916	0.0001	True	squared_hinge	324089	{u'estimator__C': 0.0001, u'estimator__random_state': 324089, u'estimator__loss': 'squared_hinge', u'estimator__fit_intercept': True}	1	15	1	0.9154929577464789	0.0	0.9089743589743589	0.9571428571428572	0.5	0.9537343027098479	0.9714285714285714	0.5	0.9688888888888889	0.9428571428571428	0.5	0.9388111888111887	0.9428571428571428	0.0	0.9365942028985508	0.9714285714285714	0.0	0.9682971014492754	0.9714285714285714	0.5	0.9688888888888889	0.9571428571428572	0.0	0.9529042386185244	0.9855072463768116	0.5	0.984177940839257	0.9855072463768116	0.5	0.983867196633154	0.00011888544918585474	6.639539647271207e-05	0.020721594739583626	0.24515125983408587	0.022287026969308697
