mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__criterion	param_estimator__max_features	param_estimator__min_impurity_decrease	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.003121685981750488	0.002362513542175293	0.9341917024320457	0.05007153075822604	0.9265582897699068	gini	0.1	0.0	324089	{u'estimator__min_impurity_decrease': 0.0, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	183	272	191	0.9295774647887324	0.0	0.9204927211646137	0.9142857142857143	0.0	0.9048913043478262	0.9571428571428572	0.5	0.9508771929824562	0.9285714285714286	0.0	0.9228905045164133	0.9285714285714286	0.0	0.9215070643642072	0.9142857142857143	0.0	0.9005681818181818	0.9571428571428572	0.0	0.9519560741249142	0.9428571428571428	0.0	0.9352451433857539	0.8985507246376812	0.0	0.8892455858747994	0.9710144927536232	0.0	0.9680555555555556	0.002389821801198215	0.00040918788871219654	0.021450223796093956	0.15009532699801498	0.023687408577744252
0.0018510103225708007	0.002245926856994629	0.9084406294706724	0.10014306151645208	0.8973756798330701	gini	0.1	0.00025	324089	{u'estimator__min_impurity_decrease': 0.00025, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	248	239	251	0.9154929577464789	0.0	0.9035326086956521	0.8571428571428571	0.0	0.8381128584643848	0.9	0.5	0.8792806109879281	0.9142857142857143	0.5	0.9095607235142119	0.9285714285714286	0.0	0.9215070643642072	0.8857142857142857	0.0	0.8639455782312926	0.9285714285714286	0.0	0.9215070643642072	0.9	0.0	0.8937323790934721	0.9130434782608695	0.0	0.9059090909090909	0.9420289855072463	0.0	0.9372727272727273	3.827491553635269e-05	6.982811306118171e-05	0.023078342022307633	0.20010721623254404	0.028238512889783685
0.001727151870727539	0.0021445512771606444	0.9141630901287554	0.10014306151645208	0.9052025406196751	gini	0.1	0.0005	324089	{u'estimator__min_impurity_decrease': 0.0005, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	245	239	245	0.9295774647887324	0.0	0.9204927211646137	0.9	0.0	0.8901098901098902	0.9	0.5	0.8792806109879281	0.9142857142857143	0.5	0.9095607235142119	0.9142857142857143	0.0	0.9066666666666665	0.9142857142857143	0.0	0.9005681818181818	0.9285714285714286	0.0	0.9215070643642072	0.8857142857142857	0.0	0.8794142980189492	0.9130434782608695	0.0	0.9074239713774598	0.9420289855072463	0.0	0.9372727272727273	6.357383911145629e-05	6.240798838832615e-05	0.015586162128313938	0.20010721623254404	0.01770167902195027
0.0016983985900878907	0.002076530456542969	0.9155937052932761	0.05007153075822604	0.9063098598942738	gini	0.1	0.00075	324089	{u'estimator__min_impurity_decrease': 0.00075, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	244	272	244	0.971830985915493	0.0	0.9691304347826086	0.9	0.0	0.8901098901098902	0.8857142857142857	0.5	0.8600000000000001	0.9142857142857143	0.0	0.9082167832167832	0.9285714285714286	0.0	0.9228905045164133	0.9	0.0	0.8825221769359867	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.9130434782608695	0.0	0.9074239713774598	0.9130434782608695	0.0	0.9059090909090909	5.436102546911326e-05	1.8191259466480994e-05	0.025328071414789998	0.15009532699801498	0.029847736492889586
0.0016420841217041015	0.0020746707916259764	0.9098712446351931	0.15021459227467812	0.9003371471444238	gini	0.1	0.001	324089	{u'estimator__min_impurity_decrease': 0.001, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	247	172	247	0.9154929577464789	0.5	0.9012059369202226	0.8857142857142857	0.0	0.8794142980189492	0.9	0.5	0.8792806109879281	0.9142857142857143	0.0	0.9082167832167832	0.9285714285714286	0.0	0.9228905045164133	0.8857142857142857	0.0	0.8674242424242424	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.927536231884058	0.5	0.9234184239733629	0.9130434782608695	0.0	0.9059090909090909	4.403652470589863e-05	6.811264547603262e-06	0.019131566893552526	0.22922232091376105	0.022024799924917814
0.001776409149169922	0.0022045135498046874	0.9184549356223176	0.14949928469241774	0.9098796419706742	gini	0.1	0.00125	324089	{u'estimator__min_impurity_decrease': 0.00125, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	243	203	243	0.971830985915493	0.0	0.9691304347826086	0.8857142857142857	0.0	0.8794142980189492	0.8857142857142857	0.5	0.8600000000000001	0.9285714285714286	0.5	0.9240945564953372	0.9142857142857143	0.0	0.9048913043478262	0.9142857142857143	0.0	0.9005681818181818	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.9420289855072463	0.5	0.9382826475849732	0.9130434782608695	0.0	0.9059090909090909	7.392520127957109e-05	0.00020204556536357804	0.027249585687805267	0.22890960273143698	0.031236300707418004
0.0018313407897949218	0.002302885055541992	0.9041487839771102	0.15092989985693847	0.8920777528116154	gini	0.1	0.0015	324089	{u'estimator__min_impurity_decrease': 0.0015, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	257	152	261	0.9154929577464789	0.5	0.9012059369202226	0.8857142857142857	0.0	0.8794142980189492	0.8857142857142857	0.5	0.8600000000000001	0.9285714285714286	0.5	0.9240945564953372	0.9285714285714286	0.0	0.9215070643642072	0.9142857142857143	0.0	0.9005681818181818	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.8260869565217391	0.0	0.7946428571428571	0.927536231884058	0.0	0.9222447599729547	8.169584388685973e-05	0.00037738162196016993	0.03241112294075753	0.2295323838974443	0.03956833965109082
0.0016550779342651366	0.0020865201950073242	0.9113018597997139	0.15092989985693847	0.9006896827983193	gini	0.1	0.00175	324089	{u'estimator__min_impurity_decrease': 0.00175, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	246	152	246	0.9859154929577465	0.5	0.9847015729368671	0.8857142857142857	0.0	0.8794142980189492	0.8857142857142857	0.5	0.8600000000000001	0.8857142857142857	0.0	0.8731884057971014	0.9142857142857143	0.0	0.9066666666666665	0.9714285714285714	0.5	0.967622571692877	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.8260869565217391	0.0	0.7946428571428571	0.927536231884058	0.0	0.9222447599729547	4.380359254164289e-05	2.4463942077859126e-05	0.04509119727456895	0.22953238389744432	0.0527863751309256
0.001742386817932129	0.002116537094116211	0.9084406294706724	0.15092989985693847	0.8975179011166483	gini	0.1	0.002	324089	{u'estimator__min_impurity_decrease': 0.002, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	248	152	250	0.9859154929577465	0.5	0.9847015729368671	0.8285714285714286	0.0	0.8097826086956521	0.9142857142857143	0.5	0.8979591836734693	0.8857142857142857	0.0	0.8731884057971014	0.9142857142857143	0.0	0.9066666666666665	0.9714285714285714	0.5	0.967622571692877	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.8260869565217391	0.0	0.7946428571428571	0.927536231884058	0.0	0.9222447599729547	6.55328888184632e-05	2.8733187941318488e-05	0.05079567411267403	0.22953238389744432	0.058254174717661464
0.0017911672592163086	0.0021205902099609374	0.9084406294706724	0.20028612303290416	0.8976337563613238	gini	0.1	0.0022500000000000003	324089	{u'estimator__min_impurity_decrease': 0.0022500000000000003, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	248	72	249	0.9859154929577465	0.5	0.9847015729368671	0.8285714285714286	0.0	0.8097826086956521	0.9142857142857143	0.5	0.8979591836734693	0.8857142857142857	0.0	0.8731884057971014	0.9142857142857143	0.0	0.9066666666666665	0.9714285714285714	0.5	0.967622571692877	0.9428571428571428	0.0	0.9365942028985508	0.8857142857142857	0.0	0.8794142980189492	0.8260869565217391	0.0	0.7946428571428571	0.927536231884058	0.5	0.9234184239733629	7.370366695886667e-05	5.585534183818845e-05	0.05079567411267403	0.24500720486732724	0.0583043814588042
