mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_f1_macro	mean_test_primary	param_estimator__C	param_estimator__coef0	param_estimator__degree	param_estimator__gamma	param_estimator__kernel	param_estimator__random_state	params	rank_test_accuracy	rank_test_f1_macro	rank_test_primary	split0_test_accuracy	split0_test_f1_macro	split0_test_primary	split1_test_accuracy	split1_test_f1_macro	split1_test_primary	split2_test_accuracy	split2_test_f1_macro	split2_test_primary	split3_test_accuracy	split3_test_f1_macro	split3_test_primary	split4_test_accuracy	split4_test_f1_macro	split4_test_primary	split5_test_accuracy	split5_test_f1_macro	split5_test_primary	split6_test_accuracy	split6_test_f1_macro	split6_test_primary	split7_test_accuracy	split7_test_f1_macro	split7_test_primary	split8_test_accuracy	split8_test_f1_macro	split8_test_primary	split9_test_accuracy	split9_test_f1_macro	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_f1_macro	std_test_primary
0.855625319480896	0.11326320171356201	0.522215269086358	0.34306257359673303	0.5	0.01	0.0	2	0.01	poly	324089	{u'estimator__kernel': 'poly', u'estimator__degree': 2, u'estimator__gamma': 0.01, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1577	1717	36	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5220125786163522	0.3429752066115702	0.5	0.19642276956295518	0.003265568103895505	0.0006483641651112586	0.0002796350547901249	0.0
1.0478630781173706	0.21094882488250732	0.522215269086358	0.34306257359673303	0.5	0.01	0.0	2	0.01	rbf	324089	{u'estimator__kernel': 'rbf', u'estimator__degree': 2, u'estimator__gamma': 0.01, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1577	1717	36	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5220125786163522	0.3429752066115702	0.5	0.1660852513278371	0.016003150040435708	0.0006483641651112586	0.0002796350547901249	0.0
0.8271978616714477	0.17944004535675048	0.522215269086358	0.34306257359673303	0.5	0.01	0.0	2	0.01	sigmoid	324089	{u'estimator__kernel': 'sigmoid', u'estimator__degree': 2, u'estimator__gamma': 0.01, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1577	1717	36	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5220125786163522	0.3429752066115702	0.5	0.00503039929910425	0.0026243976150677898	0.0006483641651112586	0.0002796350547901249	0.0
0.6572794198989869	0.11222946643829346	0.5851063829787234	0.47496434495588374	0.3498122653316646	0.01	0.0	2	0.1	poly	324089	{u'estimator__kernel': 'poly', u'estimator__degree': 2, u'estimator__gamma': 0.1, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1405	1605	1261	0.6	0.5053140096618357	0.0	0.575	0.4553191489361702	0.5	0.5875	0.4790587538848602	0.5	0.571875	0.45335976757814933	0.0	0.5875	0.4827586206896552	0.0	0.56875	0.44309927360774815	0.5	0.590625	0.4848540706605223	0.5	0.6050156739811913	0.5091108939912067	0.5	0.5830721003134797	0.4687128241732096	0.5	0.5817610062893082	0.468100358422939	0.5	0.021679708599440895	0.0054887348533937666	0.011047113379216088	0.020537508856911985	0.22921062734821304
0.9196746110916137	0.21275320053100585	0.730287859824781	0.7025334705150055	0.14987484355444305	0.01	0.0	2	0.1	rbf	324089	{u'estimator__kernel': 'rbf', u'estimator__degree': 2, u'estimator__gamma': 0.1, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1300	1302	1447	0.74375	0.7195502543713393	0.0	0.740625	0.7155555555555555	0.0	0.734375	0.7062603267853864	0.5	0.734375	0.7110041543152817	0.0	0.7	0.6675324675324676	0.0	0.71875	0.6855345911949686	0.5	0.728125	0.6993488050626897	0.0	0.6990595611285266	0.6624933874096279	0.0	0.7460815047021944	0.7219370460048427	0.0	0.7578616352201258	0.7362644464310717	0.5	0.04805345801438389	0.02958803041860575	0.018322735179732	0.022758788055090528	0.22907412129429364
0.9368005990982056	0.20601487159729004	0.7659574468085106	0.7515275270797435	0.0	0.01	0.0	2	0.1	sigmoid	324089	{u'estimator__kernel': 'sigmoid', u'estimator__degree': 2, u'estimator__gamma': 0.1, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1286	1290	1626	0.76875	0.7549263123033614	0.0	0.753125	0.7371020913279049	0.0	0.7875	0.7733333333333334	0.0	0.765625	0.754196581284118	0.0	0.753125	0.7395720658075018	0.0	0.771875	0.7545573942737063	0.0	0.76875	0.754142613895926	0.0	0.7335423197492164	0.7183881186062211	0.0	0.786833855799373	0.7729061976549414	0.0	0.7704402515723271	0.7561426545511845	0.0	0.033308559101421775	0.009638796385659513	0.01532636683368946	0.01560715416442144	0.0
0.3401222229003906	0.07392516136169433	0.945244055068836	0.9450254922659338	0.0	0.01	0.0	2	0.5	poly	324089	{u'estimator__kernel': 'poly', u'estimator__degree': 2, u'estimator__gamma': 0.5, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1006	1007	1626	0.953125	0.9529222530625056	0.0	0.95625	0.956042230856784	0.0	0.9375	0.9371464487743557	0.0	0.94375	0.9435714565617774	0.0	0.934375	0.9341428277423338	0.0	0.953125	0.9529591626730956	0.0	0.9625	0.962380971041185	0.0	0.9247648902821317	0.9245506149479661	0.0	0.9310344827586207	0.9307343071456771	0.0	0.9559748427672956	0.9557631160572337	0.0	0.029547948477644796	0.011931906842553745	0.01207922391760385	0.01211788276962816	0.0
0.9663286209106445	0.21744930744171143	0.522215269086358	0.34306257359673303	0.5	0.01	0.0	2	0.5	rbf	324089	{u'estimator__kernel': 'rbf', u'estimator__degree': 2, u'estimator__gamma': 0.5, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1577	1717	36	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.521875	0.34291581108829566	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5235109717868338	0.3436213991769547	0.5	0.5220125786163522	0.3429752066115702	0.5	0.05095767995177971	0.022822207863673668	0.0006483641651112586	0.0002796350547901249	0.0
0.9116486072540283	0.20357897281646728	0.7806633291614519	0.7764454512852769	0.0	0.01	0.0	2	0.5	sigmoid	324089	{u'estimator__kernel': 'sigmoid', u'estimator__degree': 2, u'estimator__gamma': 0.5, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	1279	1277	1626	0.778125	0.7723424082405637	0.0	0.759375	0.751490151385261	0.0	0.834375	0.8321307321515179	0.0	0.7625	0.7570332480818414	0.0	0.79375	0.7904761904761906	0.0	0.80625	0.8031746031746032	0.0	0.790625	0.7886414495411036	0.0	0.7241379310344828	0.7199521149241821	0.0	0.780564263322884	0.7756951141112183	0.0	0.7767295597484277	0.7733200807204602	0.0	0.04848595974524006	0.008621001246492493	0.027946280022299774	0.02894754555738343	0.0
0.24439144134521484	0.04997837543487549	0.9586983729662077	0.9585819074183133	0.0	0.01	0.0	2	1.0	poly	324089	{u'estimator__kernel': 'poly', u'estimator__degree': 2, u'estimator__gamma': 1.0, u'estimator__C': 0.01, u'estimator__random_state': 324089, u'estimator__coef0': 0.0}	910	912	1626	0.965625	0.96550338596027	0.0	0.971875	0.9717953991244821	0.0	0.95625	0.956078431372549	0.0	0.9625	0.9624280850064577	0.0	0.9625	0.962380971041185	0.0	0.959375	0.9592600209575854	0.0	0.96875	0.968671679197995	0.0	0.9341692789968652	0.9340422389602718	0.0	0.9467084639498433	0.9465740603911137	0.0	0.9591194968553459	0.9589730357373242	0.0	0.01542515871031289	0.007362319583922741	0.010500730446289875	0.010515918984306552	0.0
