mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__n_neighbors	param_estimator__weights	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.009875822067260741	0.06603660583496093	0.9610286320254506	0.13308589607635207	0.6682698039773487	1	uniform	{u'estimator__n_neighbors': 1, u'estimator__weights': 'uniform'}	50	5	2	0.9497354497354498	0.0	0.6625954705452614	0.9576719576719577	0.0	0.6464999646817828	0.9523809523809523	0.0	0.6487629688747009	0.955026455026455	0.0	0.4588934613625972	0.9549071618037135	0.0	0.4736653895274585	0.9628647214854111	0.0	0.5063925973016882	0.9655172413793104	0.3333333333333333	0.8056499870777917	0.9761273209549072	0.3333333333333333	0.904918447338475	0.9761273209549072	0.3333333333333333	0.9101016138673043	0.96	0.3333333333333333	0.6658854032521163	0.00159237442893459	0.025360272728560392	0.008762710736498876	0.16324861293235676	0.15561315703797493
0.009177947044372558	0.05936706066131592	0.9610286320254506	0.13308589607635207	0.6682698039773487	1	distance	{u'estimator__n_neighbors': 1, u'estimator__weights': 'distance'}	50	5	2	0.9497354497354498	0.0	0.6625954705452614	0.9576719576719577	0.0	0.6464999646817828	0.9523809523809523	0.0	0.6487629688747009	0.955026455026455	0.0	0.4588934613625972	0.9549071618037135	0.0	0.4736653895274585	0.9628647214854111	0.0	0.5063925973016882	0.9655172413793104	0.3333333333333333	0.8056499870777917	0.9761273209549072	0.3333333333333333	0.904918447338475	0.9761273209549072	0.3333333333333333	0.9101016138673043	0.96	0.3333333333333333	0.6658854032521163	0.00020658161468889734	0.00395190566917498	0.008762710736498876	0.16324861293235676	0.15561315703797493
0.00982968807220459	0.07070872783660889	0.9536055143160127	0.16640155531990103	0.6848353987798091	2	uniform	{u'estimator__n_neighbors': 2, u'estimator__weights': 'uniform'}	54	3	1	0.9391534391534392	0.0	0.6518186911826924	0.9576719576719577	0.0	0.6593001841620626	0.9338624338624338	0.0	0.6287593791756604	0.9523809523809523	0.0	0.4532967032967033	0.9522546419098143	0.3333333333333333	0.6977598566308244	0.9628647214854111	0.0	0.5268698060941829	0.946949602122016	0.3333333333333333	0.7824074074074074	0.9708222811671088	0.3333333333333333	0.9008403159875811	0.9734748010610079	0.3333333333333333	0.9027519139250982	0.9466666666666667	0.3333333333333333	0.6452579840681824	0.0018628955803938682	0.006021001460754776	0.01220036917510589	0.16666645581445474	0.1374394602862107
0.009224295616149902	0.06571614742279053	0.9610286320254506	0.13308589607635207	0.6682698039773487	2	distance	{u'estimator__n_neighbors': 2, u'estimator__weights': 'distance'}	50	5	2	0.9497354497354498	0.0	0.6625954705452614	0.9576719576719577	0.0	0.6464999646817828	0.9523809523809523	0.0	0.6487629688747009	0.955026455026455	0.0	0.4588934613625972	0.9549071618037135	0.0	0.4736653895274585	0.9628647214854111	0.0	0.5063925973016882	0.9655172413793104	0.3333333333333333	0.8056499870777917	0.9761273209549072	0.3333333333333333	0.904918447338475	0.9761273209549072	0.3333333333333333	0.9101016138673043	0.96	0.3333333333333333	0.6658854032521163	0.00035719391004548467	0.0037018020467890194	0.008762710736498876	0.16324861293235676	0.15561315703797493
0.009233975410461425	0.07701830863952637	0.9652704135737009	0.06645457758925415	0.5923883898029987	3	uniform	{u'estimator__n_neighbors': 3, u'estimator__weights': 'uniform'}	45	35	15	0.9523809523809523	0.0	0.4859655807455388	0.9629629629629629	0.0	0.5008536827476673	0.9629629629629629	0.0	0.7018518518518518	0.9576719576719577	0.0	0.44725948004636534	0.9655172413793104	0.3333333333333333	0.8207060981201284	0.9708222811671088	0.0	0.5334179804606215	0.9628647214854111	0.0	0.4539422326307572	0.9761273209549072	0.0	0.5672906403940886	0.9787798408488063	0.0	0.5765738189980615	0.9626666666666667	0.3333333333333333	0.8379449086969979	0.0002720157357352107	0.009891557551883742	0.007606777363023024	0.1331740026451053	0.1372665176258125
0.00993971824645996	0.07328300476074219	0.9658006362672322	0.0997702368328031	0.6436045251332486	3	distance	{u'estimator__n_neighbors': 3, u'estimator__weights': 'distance'}	44	25	6	0.9497354497354498	0.0	0.6417535382458652	0.9629629629629629	0.0	0.5008536827476673	0.9656084656084656	0.0	0.7090435923821454	0.9576719576719577	0.0	0.44725948004636534	0.9655172413793104	0.3333333333333333	0.8207060981201284	0.9708222811671088	0.0	0.5334179804606215	0.9628647214854111	0.0	0.4539422326307572	0.9787798408488063	0.0	0.5825236552994221	0.9814323607427056	0.3333333333333333	0.9103618561089827	0.9626666666666667	0.3333333333333333	0.8379449086969979	0.002284960746362126	0.0070680331288308935	0.008883775282717317	0.1526520404490577	0.15974453876894187
0.010314607620239257	0.07836086750030517	0.9639448568398727	0.0997702368328031	0.6278742648016754	4	uniform	{u'estimator__n_neighbors': 4, u'estimator__weights': 'uniform'}	46	25	7	0.955026455026455	0.0	0.6825728896858605	0.9576719576719577	0.0	0.48600732600732605	0.9576719576719577	0.0	0.6886503905183243	0.9603174603174603	0.0	0.4864746227709191	0.9575596816976127	0.3333333333333333	0.6963372211990997	0.9681697612732095	0.0	0.5329518965882601	0.9628647214854111	0.0	0.4718681755012904	0.9787798408488063	0.0	0.5825236552994221	0.9814323607427056	0.3333333333333333	0.9163129362013321	0.96	0.3333333333333333	0.7360625485625486	0.00233493985820649	0.00862615128232617	0.008789738565604874	0.1526520404490577	0.13482024266830167
0.009183168411254883	0.08001360893249512	0.9676564156945917	0.06645457758925415	0.6199112462977613	4	distance	{u'estimator__n_neighbors': 4, u'estimator__weights': 'distance'}	11	35	9	0.9629629629629629	0.0	0.6935364727608495	0.9629629629629629	0.0	0.5008536827476673	0.9708994708994709	0.0	0.7248135959682677	0.955026455026455	0.0	0.4415234243343445	0.9602122015915119	0.0	0.48645575424117377	0.9708222811671088	0.0	0.5416231086657497	0.9628647214854111	0.0	0.4539422326307572	0.9787798408488063	0.0	0.5825236552994221	0.9814323607427056	0.3333333333333333	0.9163129362013321	0.9706666666666667	0.3333333333333333	0.8591120015068235	0.0003729572467137432	0.005642561868289403	0.00790725390157923	0.1331740026451053	0.1612761786655922
0.009918618202209472	0.08162789344787598	0.9671261930010604	0.06663131848709791	0.5699797200606098	5	uniform	{u'estimator__n_neighbors': 5, u'estimator__weights': 'uniform'}	28	28	22	0.9576719576719577	0.0	0.503744628606507	0.9629629629629629	0.0	0.5008536827476673	0.9735449735449735	0.0	0.7808365614614424	0.9576719576719577	0.0	0.44725948004636534	0.9602122015915119	0.3333333333333333	0.8079182630906768	0.9708222811671088	0.0	0.522748056698674	0.9628647214854111	0.0	0.4539422326307572	0.9761273209549072	0.0	0.5672906403940886	0.9840848806366048	0.3333333333333333	0.5972527472527472	0.9653333333333334	0.0	0.517799352750809	0.0019390301350288004	0.0049389728373823265	0.00830061111415731	0.13330681487594784	0.12023374604149552
0.009564423561096191	0.0881572961807251	0.967391304347826	0.06663131848709791	0.6229858305214386	5	distance	{u'estimator__n_neighbors': 5, u'estimator__weights': 'distance'}	17	28	8	0.9603174603174603	0.0	0.726417704011065	0.9629629629629629	0.0	0.5008536827476673	0.9735449735449735	0.0	0.7808365614614424	0.9576719576719577	0.0	0.44725948004636534	0.9628647214854111	0.3333333333333333	0.8140849049939959	0.9708222811671088	0.0	0.522748056698674	0.9602122015915119	0.0	0.426512050932242	0.9787798408488063	0.0	0.5825236552994221	0.9814323607427056	0.3333333333333333	0.9103618561089827	0.9653333333333334	0.0	0.517799352750809	0.0004373990948639833	0.007683608532831898	0.00785528554569828	0.13330681487594784	0.16182833859099127
