mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__n_neighbors	param_estimator__weights	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.016544270515441894	0.1331629276275635	0.8588861076345432	0.0	0.8558892691528192	1	uniform	{u'estimator__n_neighbors': 1, u'estimator__weights': 'uniform'}	53	9	53	0.859375	0.0	0.8567890921025151	0.878125	0.0	0.8756662515566626	0.821875	0.0	0.8179477198550769	0.8625	0.0	0.8590590590590591	0.8375	0.0	0.8323662153449387	0.84375	0.0	0.8415151154958596	0.846875	0.0	0.8434989170683993	0.890282131661442	0.0	0.8885294675572328	0.877742946708464	0.0	0.8746637652250129	0.8710691823899371	0.0	0.8691003283033643	0.00015656587208224765	0.006027616216325378	0.020183362640434268	0.0	0.02085024573146665
0.018164229393005372	0.13297004699707032	0.8588861076345432	0.0	0.8558892691528192	1	distance	{u'estimator__n_neighbors': 1, u'estimator__weights': 'distance'}	53	9	53	0.859375	0.0	0.8567890921025151	0.878125	0.0	0.8756662515566626	0.821875	0.0	0.8179477198550769	0.8625	0.0	0.8590590590590591	0.8375	0.0	0.8323662153449387	0.84375	0.0	0.8415151154958596	0.846875	0.0	0.8434989170683993	0.890282131661442	0.0	0.8885294675572328	0.877742946708464	0.0	0.8746637652250129	0.8710691823899371	0.0	0.8691003283033643	0.00412114460273748	0.00552473855440723	0.020183362640434268	0.0	0.02085024573146665
0.017469906806945802	0.1449026107788086	0.9270963704630788	0.0	0.9270275571051627	2	uniform	{u'estimator__n_neighbors': 2, u'estimator__weights': 'uniform'}	49	9	49	0.91875	0.0	0.9187373027035475	0.94375	0.0	0.9436090225563909	0.890625	0.0	0.8905384141752755	0.94375	0.0	0.9437302176546442	0.93125	0.0	0.931077694235589	0.928125	0.0	0.9281242980888484	0.90625	0.0	0.9061913696060038	0.9498432601880877	0.0	0.9497598236081581	0.9373040752351097	0.0	0.9372541306058222	0.9213836477987422	0.0	0.9213206258721535	0.0025344959239602463	0.009669342672668323	0.017502364002828022	0.0	0.017497006263787168
0.016642427444458006	0.1554269552230835	0.9289737171464331	0.0	0.9288664907005225	2	distance	{u'estimator__n_neighbors': 2, u'estimator__weights': 'distance'}	48	9	48	0.91875	0.0	0.9187373027035475	0.94375	0.0	0.9436090225563909	0.9	0.0	0.899749373433584	0.94375	0.0	0.9437148217636022	0.93125	0.0	0.9310317802421725	0.93125	0.0	0.93125	0.9125	0.0	0.9123767798466593	0.9435736677115988	0.0	0.9434486290576741	0.9404388714733543	0.0	0.9403802834912109	0.9245283018867925	0.0	0.924420677361854	0.001241413815325381	0.03222904566616738	0.014241238772508043	0.0	0.01427171141494242
0.016266775131225587	0.1509443998336792	0.9380475594493116	0.0	0.9375328168944801	3	uniform	{u'estimator__n_neighbors': 3, u'estimator__weights': 'uniform'}	42	9	42	0.953125	0.0	0.952837140751658	0.934375	0.0	0.9337532901546742	0.903125	0.0	0.9016643701860645	0.95	0.0	0.9497171590194846	0.9375	0.0	0.9370846604537769	0.95625	0.0	0.9561111328813824	0.928125	0.0	0.927683615819209	0.9467084639498433	0.0	0.9462947007734435	0.9561128526645768	0.0	0.9558416389811739	0.9150943396226415	0.0	0.9142797240497988	0.00036497470568910845	0.0057194157228388325	0.017206739815779002	0.0	0.017543495835598513
0.016463208198547363	0.15075860023498536	0.9380475594493116	0.0	0.9375328168944801	3	distance	{u'estimator__n_neighbors': 3, u'estimator__weights': 'distance'}	42	9	42	0.953125	0.0	0.952837140751658	0.934375	0.0	0.9337532901546742	0.903125	0.0	0.9016643701860645	0.95	0.0	0.9497171590194846	0.9375	0.0	0.9370846604537769	0.95625	0.0	0.9561111328813824	0.928125	0.0	0.927683615819209	0.9467084639498433	0.0	0.9462947007734435	0.9561128526645768	0.0	0.9558416389811739	0.9150943396226415	0.0	0.9142797240497988	0.00033759350233550996	0.006603633847509664	0.017206739815779002	0.0	0.017543495835598513
0.01702892780303955	0.15597498416900635	0.9627659574468085	0.0	0.9626973900180009	4	uniform	{u'estimator__n_neighbors': 4, u'estimator__weights': 'uniform'}	2	9	2	0.971875	0.0	0.9718417270407415	0.959375	0.0	0.9593078420439984	0.95	0.0	0.949874686716792	0.971875	0.0	0.9718417270407415	0.96875	0.0	0.9686900708387147	0.96875	0.0	0.9687304565353347	0.946875	0.0	0.9468329440279908	0.9780564263322884	0.0	0.9780140796534239	0.9655172413793104	0.0	0.9654070999733826	0.9465408805031447	0.0	0.9463876630138345	0.002029555723979709	0.006458551540857911	0.01080851261590538	0.0	0.010835769820236395
0.016481518745422363	0.1543343782424927	0.9637046307884856	0.0	0.9636027443463704	4	distance	{u'estimator__n_neighbors': 4, u'estimator__weights': 'distance'}	1	9	1	0.96875	0.0	0.968671679197995	0.96875	0.0	0.968671679197995	0.953125	0.0	0.952837140751658	0.975	0.0	0.9749647942419026	0.96875	0.0	0.9686900708387147	0.96875	0.0	0.9687194525904204	0.94375	0.0	0.9436707870442811	0.9686520376175548	0.0	0.9685627562283192	0.9686520376175548	0.0	0.9685404339250492	0.9528301886792453	0.0	0.9526611950815278	0.0010144363258975655	0.0055740014843915575	0.00952351330502624	0.0	0.009563833666189878
0.017371392250061034	0.15985674858093263	0.9555694618272841	0.04990613266583229	0.955307883009744	5	uniform	{u'estimator__n_neighbors': 5, u'estimator__weights': 'uniform'}	8	7	8	0.9625	0.0	0.9622878692646134	0.95625	0.0	0.956042230856784	0.93125	0.0	0.93064039408867	0.9625	0.0	0.962380971041185	0.959375	0.0	0.9591992859875049	0.959375	0.0	0.9591640407966938	0.95625	0.0	0.956042230856784	0.9749216300940439	0.5	0.974790580053738	0.9498432601880877	0.0	0.9494252873563218	0.9433962264150944	0.0	0.9430719656283566	0.002646530763139413	0.0061999093350588175	0.011279478139930244	0.1498747619022512	0.011408857794307786
0.01958432197570801	0.16894280910491943	0.9558823529411765	0.04990613266583229	0.9556239836486147	5	distance	{u'estimator__n_neighbors': 5, u'estimator__weights': 'distance'}	7	7	7	0.9625	0.0	0.9622878692646134	0.959375	0.0	0.9591992859875049	0.93125	0.0	0.93064039408867	0.9625	0.0	0.962380971041185	0.959375	0.0	0.9591992859875049	0.959375	0.0	0.9591640407966938	0.95625	0.0	0.956042230856784	0.9749216300940439	0.5	0.974790580053738	0.9498432601880877	0.0	0.9494252873563218	0.9433962264150944	0.0	0.9430719656283566	0.006989125162003694	0.01732701689343202	0.011337212165463772	0.1498747619022512	0.011468405266113476
