mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__C	param_estimator__dual	param_estimator__fit_intercept	param_estimator__penalty	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.002602887153625488	0.0	0.0	0.0	0.0	0.5	True	True	l1	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002130967830814805	0.0	0.0	0.0	0.0
0.007974720001220703	0.0031129121780395508	0.8746177370030581	0.4379204892966361	0.8336480929269168	0.5	True	True	l2	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	119	180	119	0.8857142857142857	0.4	0.8582542694497153	0.8	0.4	0.8048951048951049	0.8529411764705882	0.6	0.7766666666666666	0.8787878787878788	0.4	0.8321247563352827	0.8484848484848485	0.2	0.7837535014005601	0.875	0.2	0.8068913270637408	0.875	0.4	0.8451669403393541	0.9032258064516129	0.6	0.8681318681318683	0.9032258064516129	0.6	0.8399999999999999	0.9354838709677419	0.6	0.9304547304547304	0.002692103257018996	0.001392084194122486	0.03514347411349203	0.14848661563795507	0.042783024228909707
0.0016307830810546875	0.0	0.0	0.0	0.0	0.5	True	False	l1	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.140610733870793e-05	0.0	0.0	0.0	0.0
0.006276822090148926	0.0024693965911865234	0.8501529051987767	0.3773700305810398	0.8077084265648341	0.5	True	False	l2	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l2'}	239	239	239	0.8285714285714286	0.2	0.8140350877192983	0.8857142857142857	0.4	0.8735938792390405	0.7647058823529411	0.4	0.6411688311688313	0.7878787878787878	0.4	0.7723809523809524	0.8787878787878788	0.4	0.8037037037037036	0.875	0.2	0.8068913270637408	0.84375	0.2	0.8277777777777778	0.9032258064516129	0.6	0.8681318681318683	0.8709677419354839	0.4	0.7925925925925925	0.8709677419354839	0.6	0.8855238095238095	0.00011607412624936273	6.968695696628494e-05	0.04280269778034402	0.13849936493191367	0.06679508411595388
0.004770302772521972	0.0024461984634399415	0.8837920489296636	0.45749235474006117	0.842081444454789	0.5	False	True	l1	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	97	19	99	0.8571428571428571	0.4	0.8278918214402085	0.8857142857142857	0.4	0.8719696969696968	0.8529411764705882	0.6	0.7684210526315789	0.8484848484848485	0.2	0.7897546897546898	0.8484848484848485	0.2	0.7837535014005601	0.9375	0.6	0.8864367816091955	0.90625	0.6	0.8923097974822113	0.9032258064516129	0.6	0.8681318681318683	0.8709677419354839	0.4	0.8108812260536398	0.9354838709677419	0.6	0.9304547304547304	0.000415029588239055	7.513533330330457e-05	0.0326086016363661	0.15601246451896364	0.05135557494407311
0.0035902023315429687	0.002452397346496582	0.8746177370030581	0.4379204892966361	0.8336480929269168	0.5	False	True	l2	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	119	180	119	0.8857142857142857	0.4	0.8582542694497153	0.8	0.4	0.8048951048951049	0.8529411764705882	0.6	0.7766666666666666	0.8787878787878788	0.4	0.8321247563352827	0.8484848484848485	0.2	0.7837535014005601	0.875	0.2	0.8068913270637408	0.875	0.4	0.8451669403393541	0.9032258064516129	0.6	0.8681318681318683	0.9032258064516129	0.6	0.8399999999999999	0.9354838709677419	0.6	0.9304547304547304	0.00010699604266264135	8.43638979262784e-05	0.03514347411349203	0.14848661563795507	0.042783024228909707
0.004805922508239746	0.0026513099670410155	0.8562691131498471	0.41712538226299695	0.8153401438934403	0.5	False	False	l1	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l1'}	236	232	236	0.8285714285714286	0.2	0.7792597481163723	0.9142857142857143	0.6	0.8864971050454921	0.7941176470588235	0.4	0.7147619047619049	0.7575757575757576	0.2	0.7454545454545454	0.8787878787878788	0.4	0.8037037037037036	0.90625	0.4	0.8346720757268425	0.8125	0.2	0.8055555555555556	0.9032258064516129	0.6	0.8681318681318683	0.9032258064516129	0.6	0.8399999999999999	0.8709677419354839	0.6	0.8855238095238095	0.0004090124925961947	0.00044926510712493063	0.052427485733679675	0.1661223330537678	0.05544732578330959
0.0033518791198730467	0.0024376392364501955	0.8501529051987767	0.3773700305810398	0.8077084265648341	0.5	False	False	l2	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l2'}	239	239	239	0.8285714285714286	0.2	0.8140350877192983	0.8857142857142857	0.4	0.8735938792390405	0.7647058823529411	0.4	0.6411688311688313	0.7878787878787878	0.4	0.7723809523809524	0.8787878787878788	0.4	0.8037037037037036	0.875	0.2	0.8068913270637408	0.84375	0.2	0.8277777777777778	0.9032258064516129	0.6	0.8681318681318683	0.8709677419354839	0.4	0.7925925925925925	0.8709677419354839	0.6	0.8855238095238095	0.00011872463890012136	8.825757307817163e-05	0.04280269778034402	0.13849936493191367	0.06679508411595388
0.0016466140747070312	0.0	0.0	0.0	0.0	1.0	True	True	l1	324089	{u'estimator__dual': True, u'estimator__C': 1.0, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.167186002889097e-05	0.0	0.0	0.0	0.0
0.008266592025756836	0.002451920509338379	0.8837920489296636	0.47706422018348627	0.8436068994858312	1.0	True	True	l2	324089	{u'estimator__dual': True, u'estimator__C': 1.0, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	97	9	85	0.8857142857142857	0.4	0.8582542694497153	0.8285714285714286	0.4	0.8294372294372294	0.8529411764705882	0.6	0.7766666666666666	0.8787878787878788	0.4	0.8321247563352827	0.8484848484848485	0.2	0.7837535014005601	0.90625	0.4	0.8346720757268425	0.90625	0.6	0.8923097974822113	0.9032258064516129	0.6	0.8681318681318683	0.9032258064516129	0.6	0.8399999999999999	0.9354838709677419	0.6	0.9304547304547304	0.0011047916164298648	8.574683344947999e-05	0.03126819589974123	0.13246639007544986	0.04357097949964625
