mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__C	param_estimator__dual	param_estimator__fit_intercept	param_estimator__penalty	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.002351522445678711	0.0	0.0	0.0	0.0	0.5	True	True	l1	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002008474393573021	0.0	0.0	0.0	0.0
0.06663012504577637	0.002707552909851074	0.6082474226804123	0.1852498017446471	0.5442474892004112	0.5	True	True	l2	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	230	236	232	0.6730769230769231	0.38461538461538464	0.6282217782217783	0.5384615384615384	0.15384615384615385	0.5141392920804686	0.5576923076923077	0.23076923076923078	0.5015837104072398	0.5769230769230769	0.0	0.5345765345765345	0.62	0.23076923076923078	0.5989843489843489	0.5918367346938775	0.15384615384615385	0.5081771170006464	0.6875	0.15384615384615385	0.6326229326229326	0.5555555555555556	0.15384615384615385	0.4343583317267528	0.6590909090909091	0.23076923076923078	0.5284421460892049	0.6341463414634146	0.15384615384615385	0.5527694527694528	0.012379444350949351	0.00015780976179116988	0.0506349449717043	0.09509196429130257	0.058488890941117685
0.003710484504699707	0.0	0.0	0.0	0.0	0.5	True	False	l1	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002912848524344502	0.0	0.0	0.0	0.0
0.06273229122161865	0.002724480628967285	0.5731958762886598	0.18398096748612214	0.4894688647330357	0.5	True	False	l2	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l2'}	239	238	239	0.6153846153846154	0.38461538461538464	0.5773001508295625	0.46153846153846156	0.15384615384615385	0.3953526006157585	0.5192307692307693	0.23076923076923078	0.45046913870443284	0.6153846153846154	0.0	0.5864337416968995	0.56	0.15384615384615385	0.5214604236343366	0.5714285714285714	0.23076923076923078	0.46610056610056605	0.6041666666666666	0.07692307692307693	0.4986209868562809	0.5333333333333333	0.15384615384615385	0.384981684981685	0.6363636363636364	0.23076923076923078	0.4627816627816627	0.6341463414634146	0.23076923076923078	0.5454434454434455	0.00858575609912868	0.00013398831634111596	0.054472837307235004	0.10096629521269937	0.06677856548723976
0.04173874855041504	0.0027492284774780274	0.643298969072165	0.23108643933386205	0.5810941925663767	0.5	False	True	l1	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	215	214	221	0.7115384615384616	0.3076923076923077	0.6653846153846155	0.5769230769230769	0.38461538461538464	0.5335196966775915	0.6153846153846154	0.23076923076923078	0.5782746665099606	0.6538461538461539	0.0	0.6116168918800498	0.64	0.15384615384615385	0.6398351648351649	0.6122448979591837	0.3076923076923077	0.5387973137973138	0.6875	0.3076923076923077	0.5948972080551027	0.6	0.15384615384615385	0.4893557422969188	0.6590909090909091	0.23076923076923078	0.5294903926482873	0.6829268292682927	0.23076923076923078	0.6182151182151182	0.0036480290789294902	0.00013733379741759634	0.041089504494329354	0.1059443364928444	0.052909600806870884
0.026873850822448732	0.0027034759521484377	0.6082474226804123	0.1852498017446471	0.5442474892004112	0.5	False	True	l2	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	230	236	232	0.6730769230769231	0.38461538461538464	0.6282217782217783	0.5384615384615384	0.15384615384615385	0.5141392920804686	0.5576923076923077	0.23076923076923078	0.5015837104072398	0.5769230769230769	0.0	0.5345765345765345	0.62	0.23076923076923078	0.5989843489843489	0.5918367346938775	0.15384615384615385	0.5081771170006464	0.6875	0.15384615384615385	0.6326229326229326	0.5555555555555556	0.15384615384615385	0.4343583317267528	0.6590909090909091	0.23076923076923078	0.5284421460892049	0.6341463414634146	0.15384615384615385	0.5527694527694528	0.008827414334489043	9.195639858792838e-05	0.0506349449717043	0.09509196429130257	0.058488890941117685
0.07144076824188232	0.002781224250793457	0.5814432989690722	0.17557494052339417	0.5094056246420275	0.5	False	False	l1	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l1'}	238	240	238	0.6346153846153846	0.38461538461538464	0.608925878043525	0.5	0.15384615384615385	0.4412955465587045	0.5192307692307693	0.15384615384615385	0.456332762524713	0.6346153846153846	0.0	0.5987155775081472	0.6	0.15384615384615385	0.5985833007572139	0.5306122448979592	0.15384615384615385	0.4346986346986346	0.625	0.15384615384615385	0.5336996336996337	0.4888888888888889	0.15384615384615385	0.3425004819741662	0.6818181818181818	0.23076923076923078	0.540986790986791	0.6097560975609756	0.23076923076923078	0.5249946132299074	0.005039837069827823	0.0002678550354794679	0.06319267967914653	0.09387390750204953	0.08279089550443845
0.027343225479125977	0.0028720855712890624	0.5731958762886598	0.18398096748612214	0.4894688647330357	0.5	False	False	l2	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l2'}	239	238	239	0.6153846153846154	0.38461538461538464	0.5773001508295625	0.46153846153846156	0.15384615384615385	0.3953526006157585	0.5192307692307693	0.23076923076923078	0.45046913870443284	0.6153846153846154	0.0	0.5864337416968995	0.56	0.15384615384615385	0.5214604236343366	0.5714285714285714	0.23076923076923078	0.46610056610056605	0.6041666666666666	0.07692307692307693	0.4986209868562809	0.5333333333333333	0.15384615384615385	0.384981684981685	0.6363636363636364	0.23076923076923078	0.4627816627816627	0.6341463414634146	0.23076923076923078	0.5454434454434455	0.005515086306379064	0.00028625975090739217	0.054472837307235004	0.10096629521269937	0.06677856548723976
0.002472972869873047	0.0	0.0	0.0	0.0	1.0	True	True	l1	324089	{u'estimator__dual': True, u'estimator__C': 1.0, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005090401733902332	0.0	0.0	0.0	0.0
0.08631901741027832	0.002624368667602539	0.6309278350515464	0.2153846153846154	0.5747475212647087	1.0	True	True	l2	324089	{u'estimator__dual': True, u'estimator__C': 1.0, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	221	230	225	0.7115384615384616	0.38461538461538464	0.6953879453879453	0.5384615384615384	0.15384615384615385	0.5141392920804686	0.5961538461538461	0.3076923076923077	0.549718908542438	0.5961538461538461	0.0	0.5554053789347907	0.66	0.23076923076923078	0.6509636562268141	0.5918367346938775	0.23076923076923078	0.5092217723796671	0.7083333333333334	0.23076923076923078	0.6422472951884716	0.5555555555555556	0.15384615384615385	0.4477411477411478	0.7045454545454546	0.23076923076923078	0.5894922071392659	0.6585365853658537	0.23076923076923078	0.5847985347985348	0.011884647581806634	0.0003221787796036145	0.061566350324297164	0.09913922216663311	0.07120427572092179
