mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__C	param_estimator__dual	param_estimator__fit_intercept	param_estimator__penalty	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.0018134355545043946	0.0	0.0	0.0	0.0	0.5	True	True	l1	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005176691140049474	0.0	0.0	0.0	0.0
0.005341148376464844	0.002665543556213379	0.9395348837209302	0.6310077519379844	0.9017502887626668	0.5	True	True	l2	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	118	101	118	0.8636363636363636	0.3333333333333333	0.7554112554112553	0.8636363636363636	0.3333333333333333	0.791919191919192	1.0	1.0	1.0	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.3333333333333333	0.8458333333333333	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.0008666431408230312	0.0005964277330624875	0.050353278433757954	0.2770642840767588	0.08290213628018965
0.0016570568084716796	0.0	0.0	0.0	0.0	0.5	True	False	l1	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019757981694270232	0.0	0.0	0.0	0.0
0.006646370887756348	0.0024330854415893556	0.5348837209302325	0.5674418604651162	0.5397195777611934	0.5	True	False	l2	324089	{u'estimator__dual': True, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l2'}	233	124	239	0.45454545454545453	0.6666666666666666	0.4761904761904762	0.5454545454545454	0.6666666666666666	0.5536130536130536	0.5909090909090909	0.6666666666666666	0.5945165945165946	0.7272727272727273	0.6666666666666666	0.7146464646464645	0.5	0.3333333333333333	0.4973544973544974	0.47619047619047616	0.6666666666666666	0.4941970310391363	0.6190476190476191	0.3333333333333333	0.6111111111111112	0.6190476190476191	0.6666666666666666	0.6121212121212122	0.38095238095238093	0.3333333333333333	0.39244264507422405	0.42857142857142855	0.6666666666666666	0.4444444444444445	0.0007017304699073411	0.00015267948478656326	0.10021761818880387	0.15241185398380785	0.090951730289338
0.0028894424438476564	0.002213454246520996	0.9302325581395349	0.5984496124031007	0.8885129913430738	0.5	False	True	l1	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	120	123	120	0.8636363636363636	0.3333333333333333	0.7554112554112553	0.8636363636363636	0.3333333333333333	0.791919191919192	1.0	1.0	1.0	0.8636363636363636	0.3333333333333333	0.791919191919192	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.3333333333333333	0.8458333333333333	1.0	1.0	1.0	0.9047619047619048	0.3333333333333333	0.8634920634920634	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.00020805263130008195	4.5427649417486005e-05	0.05518624168748418	0.29023322069758073	0.08884461831988855
0.002901315689086914	0.0023029088973999024	0.9395348837209302	0.6310077519379844	0.9017502887626668	0.5	False	True	l2	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	118	101	118	0.8636363636363636	0.3333333333333333	0.7554112554112553	0.8636363636363636	0.3333333333333333	0.791919191919192	1.0	1.0	1.0	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.3333333333333333	0.8458333333333333	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.0003154552250266339	0.00015689009373630826	0.050353278433757954	0.2770642840767588	0.08290213628018965
0.002469515800476074	0.002160382270812988	0.5302325581395348	0.6325581395348837	0.5434958439526334	0.5	False	False	l1	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l1'}	240	100	233	0.45454545454545453	0.6666666666666666	0.4761904761904762	0.6363636363636364	0.6666666666666666	0.6363636363636364	0.5454545454545454	0.6666666666666666	0.5536130536130536	0.6818181818181818	0.6666666666666666	0.674308300395257	0.45454545454545453	0.3333333333333333	0.4596736596736597	0.42857142857142855	0.6666666666666666	0.4467754467754468	0.6666666666666666	0.6666666666666666	0.7190635451505017	0.6190476190476191	0.6666666666666666	0.6121212121212122	0.42857142857142855	0.6666666666666666	0.45396825396825397	0.38095238095238093	0.6666666666666666	0.3989441930618401	4.774726566820953e-05	3.644110018225083e-05	0.10716370410530555	0.10102533059004594	0.10504614114795364
0.002820873260498047	0.002350521087646484	0.5348837209302325	0.5674418604651162	0.5397195777611934	0.5	False	False	l2	324089	{u'estimator__dual': False, u'estimator__C': 0.5, u'estimator__random_state': 324089, u'estimator__fit_intercept': False, u'estimator__penalty': 'l2'}	233	124	239	0.45454545454545453	0.6666666666666666	0.4761904761904762	0.5454545454545454	0.6666666666666666	0.5536130536130536	0.5909090909090909	0.6666666666666666	0.5945165945165946	0.7272727272727273	0.6666666666666666	0.7146464646464645	0.5	0.3333333333333333	0.4973544973544974	0.47619047619047616	0.6666666666666666	0.4941970310391363	0.6190476190476191	0.3333333333333333	0.6111111111111112	0.6190476190476191	0.6666666666666666	0.6121212121212122	0.38095238095238093	0.3333333333333333	0.39244264507422405	0.42857142857142855	0.6666666666666666	0.4444444444444445	0.00043114323007058415	0.0004213817521317615	0.10021761818880387	0.15241185398380785	0.090951730289338
0.0016827106475830079	0.0	0.0	0.0	0.0	1.0	True	True	l1	324089	{u'estimator__dual': True, u'estimator__C': 1.0, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l1'}	241	241	241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018513661843750617	0.0	0.0	0.0	0.0
0.006319713592529297	0.002354288101196289	0.9441860465116279	0.6635658914728682	0.9092465378249324	1.0	True	True	l2	324089	{u'estimator__dual': True, u'estimator__C': 1.0, u'estimator__random_state': 324089, u'estimator__fit_intercept': True, u'estimator__penalty': 'l2'}	90	18	116	0.8636363636363636	0.3333333333333333	0.7554112554112553	0.8636363636363636	0.3333333333333333	0.791919191919192	1.0	1.0	1.0	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.00029252006384719267	7.249275194656359e-05	0.04911042358221209	0.25917918073313156	0.080954015124227
