mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__alpha	param_estimator__fit_prior	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.0029279470443725588	0.003229045867919922	0.8492753623188406	0.0	0.8478669175983772	0.0	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True}	6	1	6	0.8571428571428571	0.0	0.8560855263157895	0.8428571428571429	0.0	0.8412698412698413	0.8428571428571429	0.0	0.8425679820077694	0.7536231884057971	0.0	0.753416018499054	0.855072463768116	0.0	0.8512931034482758	0.855072463768116	0.0	0.8535653650254669	0.8260869565217391	0.0	0.8242784380305602	0.8529411764705882	0.0	0.8508771929824561	0.8970588235294118	0.0	0.8964992389649924	0.9117647058823529	0.0	0.9105263157894736	0.0022652762642560013	0.002421574530708851	0.040015454363194175	0.0	0.039839449064933086
0.0021289825439453126	0.0023225069046020506	0.8072463768115942	0.0	0.8069634650857858	0.0	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False}	17	1	17	0.7714285714285715	0.0	0.7712418300653594	0.8142857142857143	0.0	0.8142478056746274	0.8	0.0	0.8	0.7536231884057971	0.0	0.753416018499054	0.8115942028985508	0.0	0.810958904109589	0.8260869565217391	0.0	0.8251689189189189	0.7681159420289855	0.0	0.7676767676767677	0.8235294117647058	0.0	0.8233766233766234	0.8823529411764706	0.0	0.8822510822510823	0.8235294117647058	0.0	0.8233766233766234	5.416324413374571e-05	5.485213610050272e-05	0.035024833515034215	0.0	0.035032527152652475
0.0020230770111083984	0.002235150337219238	0.8492753623188406	0.0	0.8478669175983772	0.1	True	{u'estimator__alpha': 0.1, u'estimator__fit_prior': True}	6	1	6	0.8571428571428571	0.0	0.8560855263157895	0.8428571428571429	0.0	0.8412698412698413	0.8428571428571429	0.0	0.8425679820077694	0.7536231884057971	0.0	0.753416018499054	0.855072463768116	0.0	0.8512931034482758	0.855072463768116	0.0	0.8535653650254669	0.8260869565217391	0.0	0.8242784380305602	0.8529411764705882	0.0	0.8508771929824561	0.8970588235294118	0.0	0.8964992389649924	0.9117647058823529	0.0	0.9105263157894736	4.84549851277566e-05	5.297255758083856e-05	0.040015454363194175	0.0	0.039839449064933086
0.0020171642303466798	0.0022490978240966796	0.8072463768115942	0.0	0.8069634650857858	0.1	False	{u'estimator__alpha': 0.1, u'estimator__fit_prior': False}	17	1	17	0.7714285714285715	0.0	0.7712418300653594	0.8142857142857143	0.0	0.8142478056746274	0.8	0.0	0.8	0.7536231884057971	0.0	0.753416018499054	0.8115942028985508	0.0	0.810958904109589	0.8260869565217391	0.0	0.8251689189189189	0.7681159420289855	0.0	0.7676767676767677	0.8235294117647058	0.0	0.8233766233766234	0.8823529411764706	0.0	0.8822510822510823	0.8235294117647058	0.0	0.8233766233766234	4.226001428662348e-05	4.896054249936491e-05	0.035024833515034215	0.0	0.035032527152652475
0.003539586067199707	0.0026435136795043947	0.8492753623188406	0.0	0.8478669175983772	0.25	True	{u'estimator__alpha': 0.25, u'estimator__fit_prior': True}	6	1	6	0.8571428571428571	0.0	0.8560855263157895	0.8428571428571429	0.0	0.8412698412698413	0.8428571428571429	0.0	0.8425679820077694	0.7536231884057971	0.0	0.753416018499054	0.855072463768116	0.0	0.8512931034482758	0.855072463768116	0.0	0.8535653650254669	0.8260869565217391	0.0	0.8242784380305602	0.8529411764705882	0.0	0.8508771929824561	0.8970588235294118	0.0	0.8964992389649924	0.9117647058823529	0.0	0.9105263157894736	0.004352909410516825	0.0008316421448777046	0.040015454363194175	0.0	0.039839449064933086
0.003946113586425781	0.0023801565170288087	0.8072463768115942	0.0	0.8069634650857858	0.25	False	{u'estimator__alpha': 0.25, u'estimator__fit_prior': False}	17	1	17	0.7714285714285715	0.0	0.7712418300653594	0.8142857142857143	0.0	0.8142478056746274	0.8	0.0	0.8	0.7536231884057971	0.0	0.753416018499054	0.8115942028985508	0.0	0.810958904109589	0.8260869565217391	0.0	0.8251689189189189	0.7681159420289855	0.0	0.7676767676767677	0.8235294117647058	0.0	0.8233766233766234	0.8823529411764706	0.0	0.8822510822510823	0.8235294117647058	0.0	0.8233766233766234	0.005387421690258151	3.302255688667125e-05	0.035024833515034215	0.0	0.035032527152652475
0.002884507179260254	0.002365398406982422	0.8492753623188406	0.0	0.8478669175983772	0.5	True	{u'estimator__alpha': 0.5, u'estimator__fit_prior': True}	6	1	6	0.8571428571428571	0.0	0.8560855263157895	0.8428571428571429	0.0	0.8412698412698413	0.8428571428571429	0.0	0.8425679820077694	0.7536231884057971	0.0	0.753416018499054	0.855072463768116	0.0	0.8512931034482758	0.855072463768116	0.0	0.8535653650254669	0.8260869565217391	0.0	0.8242784380305602	0.8529411764705882	0.0	0.8508771929824561	0.8970588235294118	0.0	0.8964992389649924	0.9117647058823529	0.0	0.9105263157894736	0.00227939302990661	0.00010453222180987461	0.040015454363194175	0.0	0.039839449064933086
0.0021210670471191405	0.002397751808166504	0.8072463768115942	0.0	0.8069634650857858	0.5	False	{u'estimator__alpha': 0.5, u'estimator__fit_prior': False}	17	1	17	0.7714285714285715	0.0	0.7712418300653594	0.8142857142857143	0.0	0.8142478056746274	0.8	0.0	0.8	0.7536231884057971	0.0	0.753416018499054	0.8115942028985508	0.0	0.810958904109589	0.8260869565217391	0.0	0.8251689189189189	0.7681159420289855	0.0	0.7676767676767677	0.8235294117647058	0.0	0.8233766233766234	0.8823529411764706	0.0	0.8822510822510823	0.8235294117647058	0.0	0.8233766233766234	6.926518899400589e-05	0.00023658165080411942	0.035024833515034215	0.0	0.035032527152652475
0.002111673355102539	0.0023654699325561523	0.8492753623188406	0.0	0.8477345528926096	0.75	True	{u'estimator__alpha': 0.75, u'estimator__fit_prior': True}	6	1	10	0.8571428571428571	0.0	0.8560855263157895	0.8428571428571429	0.0	0.8412698412698413	0.8428571428571429	0.0	0.8425679820077694	0.7536231884057971	0.0	0.753416018499054	0.8405797101449275	0.0	0.8356075373619233	0.855072463768116	0.0	0.8535653650254669	0.8260869565217391	0.0	0.8242784380305602	0.8529411764705882	0.0	0.8508771929824561	0.9117647058823529	0.0	0.9110723626852659	0.9117647058823529	0.0	0.9105263157894736	0.00013383528773269822	0.00014460196891673944	0.04201491455587407	0.0	0.041971895852198154
0.00240020751953125	0.0024348974227905275	0.808695652173913	0.0	0.8083844665667187	0.75	False	{u'estimator__alpha': 0.75, u'estimator__fit_prior': False}	15	1	15	0.7714285714285715	0.0	0.7712418300653594	0.8142857142857143	0.0	0.8142478056746274	0.8	0.0	0.8	0.7536231884057971	0.0	0.753416018499054	0.8260869565217391	0.0	0.8251689189189189	0.8260869565217391	0.0	0.8251689189189189	0.7681159420289855	0.0	0.7676767676767677	0.8235294117647058	0.0	0.8233766233766234	0.8823529411764706	0.0	0.8822510822510823	0.8235294117647058	0.0	0.8233766233766234	0.0005242881019985582	0.0001207416301620756	0.03547174860213731	0.0	0.03545146280649446
