mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__alpha	param_estimator__fit_prior	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.0013787984848022462	0.0018904447555541993	0.7116279069767442	0.3333333333333333	0.3258677281933096	0.0	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True}	11	11	11	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.7272727272727273	0.3333333333333333	0.4444444444444444	0.7619047619047619	0.3333333333333333	0.4523809523809524	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7619047619047619	0.3333333333333333	0.4523809523809524	0.00016385454357329272	6.181090293587266e-05	0.029742640428149295	0.0	0.08067379016600731
0.0013425350189208984	0.0018970012664794923	0.9395348837209302	0.6635658914728682	0.8998821243351343	0.0	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False}	1	1	1	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.8636363636363636	0.3333333333333333	0.791919191919192	0.9545454545454546	0.6666666666666666	0.9514687100893998	0.9545454545454546	0.6666666666666666	0.9225806451612902	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.6666666666666666	0.8125	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9047619047619048	0.6666666666666666	0.8125	4.862079150132934e-05	3.064531178016807e-05	0.04147275060646779	0.21079570592790067	0.07208220371487183
0.001295161247253418	0.0019513845443725586	0.7116279069767442	0.3333333333333333	0.3258677281933096	0.1	True	{u'estimator__alpha': 0.1, u'estimator__fit_prior': True}	11	11	11	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.7272727272727273	0.3333333333333333	0.4444444444444444	0.7619047619047619	0.3333333333333333	0.4523809523809524	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7619047619047619	0.3333333333333333	0.4523809523809524	6.134728718020517e-05	0.0002936540199442936	0.029742640428149295	0.0	0.08067379016600731
0.001255202293395996	0.0017970800399780273	0.9395348837209302	0.6635658914728682	0.8998821243351343	0.1	False	{u'estimator__alpha': 0.1, u'estimator__fit_prior': False}	1	1	1	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.8636363636363636	0.3333333333333333	0.791919191919192	0.9545454545454546	0.6666666666666666	0.9514687100893998	0.9545454545454546	0.6666666666666666	0.9225806451612902	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.6666666666666666	0.8125	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9047619047619048	0.6666666666666666	0.8125	4.1361060976497234e-05	6.361758736105617e-05	0.04147275060646779	0.21079570592790067	0.07208220371487183
0.001231551170349121	0.0018368005752563477	0.7116279069767442	0.3333333333333333	0.3258677281933096	0.25	True	{u'estimator__alpha': 0.25, u'estimator__fit_prior': True}	11	11	11	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.7272727272727273	0.3333333333333333	0.4444444444444444	0.7619047619047619	0.3333333333333333	0.4523809523809524	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7619047619047619	0.3333333333333333	0.4523809523809524	3.330891862819876e-05	0.00014802562473123496	0.029742640428149295	0.0	0.08067379016600731
0.0012326240539550781	0.0017936229705810547	0.9395348837209302	0.6635658914728682	0.8998821243351343	0.25	False	{u'estimator__alpha': 0.25, u'estimator__fit_prior': False}	1	1	1	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.8636363636363636	0.3333333333333333	0.791919191919192	0.9545454545454546	0.6666666666666666	0.9514687100893998	0.9545454545454546	0.6666666666666666	0.9225806451612902	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.6666666666666666	0.8125	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9047619047619048	0.6666666666666666	0.8125	4.239884140857249e-05	0.00015174217849190448	0.04147275060646779	0.21079570592790067	0.07208220371487183
0.0012822389602661134	0.0018697500228881836	0.7069767441860465	0.3333333333333333	0.3088134646274181	0.5	True	{u'estimator__alpha': 0.5, u'estimator__fit_prior': True}	14	11	14	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.7272727272727273	0.3333333333333333	0.4444444444444444	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7619047619047619	0.3333333333333333	0.4523809523809524	8.172788931916573e-05	0.00010941776712243697	0.024835128608440577	0.0	0.06985672003010475
0.001340174674987793	0.0018866777420043946	0.9395348837209302	0.6635658914728682	0.8998821243351343	0.5	False	{u'estimator__alpha': 0.5, u'estimator__fit_prior': False}	1	1	1	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.8636363636363636	0.3333333333333333	0.791919191919192	0.9545454545454546	0.6666666666666666	0.9514687100893998	0.9545454545454546	0.6666666666666666	0.9225806451612902	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.6666666666666666	0.8125	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9047619047619048	0.6666666666666666	0.8125	8.010739725711716e-05	3.501183937138284e-05	0.04147275060646779	0.21079570592790067	0.07208220371487183
0.0013295888900756836	0.0019378900527954102	0.7069767441860465	0.3333333333333333	0.3088134646274181	0.75	True	{u'estimator__alpha': 0.75, u'estimator__fit_prior': True}	14	11	14	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.6818181818181818	0.3333333333333333	0.2702702702702703	0.7272727272727273	0.3333333333333333	0.4444444444444444	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7142857142857143	0.3333333333333333	0.27777777777777773	0.7619047619047619	0.3333333333333333	0.4523809523809524	2.4784996013297414e-05	7.964882483176868e-05	0.024835128608440577	0.0	0.06985672003010475
0.002064681053161621	0.0018891334533691407	0.9395348837209302	0.6635658914728682	0.8998821243351343	0.75	False	{u'estimator__alpha': 0.75, u'estimator__fit_prior': False}	1	1	1	0.9090909090909091	0.3333333333333333	0.8648809523809525	0.8636363636363636	0.3333333333333333	0.791919191919192	0.9545454545454546	0.6666666666666666	0.9514687100893998	0.9545454545454546	0.6666666666666666	0.9225806451612902	0.9545454545454546	0.6666666666666666	0.9225806451612902	1.0	1.0	1.0	0.9047619047619048	0.6666666666666666	0.8125	1.0	1.0	1.0	0.9523809523809523	0.6666666666666666	0.9225806451612902	0.9047619047619048	0.6666666666666666	0.8125	0.0022628927469774524	3.992143795427751e-05	0.04147275060646779	0.21079570592790067	0.07208220371487183
