mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__alpha	param_estimator__fit_prior	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.0014648914337158203	0.0021437644958496095	0.928030303030303	0.5	0.4813210004281433	0.0	True	{u'estimator__alpha': 0.0, u'estimator__fit_prior': True}	1	1	11	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.96	0.5	0.4897959183673469	0.00017158767654558722	0.0001567105279797536	0.010426712798238254	0.0	0.002764898314937312
0.0013727188110351563	0.0022422313690185548	0.7613636363636364	0.3484848484848485	0.5832215754131074	0.0	False	{u'estimator__alpha': 0.0, u'estimator__fit_prior': False}	11	11	1	0.8148148148148148	0.0	0.5896656534954408	0.5555555555555556	0.5	0.46710526315789475	0.8148148148148148	0.5	0.6666666666666667	0.8148148148148148	0.5	0.6666666666666667	0.8518518518518519	0.0	0.625	0.6923076923076923	0.5	0.5666666666666667	0.7692307692307693	0.0	0.43478260869565216	0.7692307692307693	0.5	0.6285714285714286	0.7692307692307693	0.5	0.6285714285714286	0.76	0.5	0.5535714285714286	4.687544524768626e-05	0.0006228196562974662	0.08083366315140639	0.2297841043651985	0.07530821479515111
0.0014240026473999023	0.0019896268844604493	0.928030303030303	0.5	0.4813210004281433	0.1	True	{u'estimator__alpha': 0.1, u'estimator__fit_prior': True}	1	1	11	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.96	0.5	0.4897959183673469	0.00018444820190455837	3.8370942719576624e-05	0.010426712798238254	0.0	0.002764898314937312
0.001874232292175293	0.0019437789916992188	0.7575757575757576	0.3484848484848485	0.5805865213298826	0.1	False	{u'estimator__alpha': 0.1, u'estimator__fit_prior': False}	12	11	2	0.8148148148148148	0.0	0.5896656534954408	0.5555555555555556	0.5	0.46710526315789475	0.8148148148148148	0.5	0.6666666666666667	0.8148148148148148	0.5	0.6666666666666667	0.8518518518518519	0.0	0.625	0.6923076923076923	0.5	0.5666666666666667	0.7692307692307693	0.0	0.43478260869565216	0.7692307692307693	0.5	0.6285714285714286	0.7692307692307693	0.5	0.6285714285714286	0.72	0.5	0.5257452574525745	0.0016773200366178	7.47617559543402e-05	0.08174092489561714	0.2297841043651985	0.07677217368581606
0.001343989372253418	0.001956629753112793	0.928030303030303	0.5	0.4813210004281433	0.25	True	{u'estimator__alpha': 0.25, u'estimator__fit_prior': True}	1	1	11	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.96	0.5	0.4897959183673469	6.95283069031778e-05	6.689347680098965e-05	0.010426712798238254	0.0	0.002764898314937312
0.0012792587280273438	0.0018969297409057618	0.7462121212121212	0.3484848484848485	0.5702475342070688	0.25	False	{u'estimator__alpha': 0.25, u'estimator__fit_prior': False}	13	11	3	0.8148148148148148	0.0	0.5896656534954408	0.5555555555555556	0.5	0.46710526315789475	0.7777777777777778	0.5	0.6318181818181818	0.7407407407407407	0.5	0.6004228329809724	0.8518518518518519	0.0	0.625	0.6923076923076923	0.5	0.5666666666666667	0.7692307692307693	0.0	0.43478260869565216	0.7692307692307693	0.5	0.6285714285714286	0.7692307692307693	0.5	0.6285714285714286	0.72	0.5	0.5257452574525745	2.4310559426565554e-05	5.589520579259913e-05	0.07715580303291714	0.2297841043651985	0.06767649911732829
0.0013329505920410157	0.001999378204345703	0.928030303030303	0.5	0.4813210004281433	0.5	True	{u'estimator__alpha': 0.5, u'estimator__fit_prior': True}	1	1	11	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.96	0.5	0.4897959183673469	7.843281330041407e-05	0.00011066392962905885	0.010426712798238254	0.0	0.002764898314937312
0.0013182878494262696	0.001977992057800293	0.7386363636363636	0.3484848484848485	0.5635775737327605	0.5	False	{u'estimator__alpha': 0.5, u'estimator__fit_prior': False}	14	11	4	0.8148148148148148	0.0	0.5896656534954408	0.5555555555555556	0.5	0.46710526315789475	0.7777777777777778	0.5	0.6318181818181818	0.7407407407407407	0.5	0.6004228329809724	0.7777777777777778	0.0	0.5597826086956521	0.6923076923076923	0.5	0.5666666666666667	0.7692307692307693	0.0	0.43478260869565216	0.7692307692307693	0.5	0.6285714285714286	0.7692307692307693	0.5	0.6285714285714286	0.72	0.5	0.5257452574525745	1.5959109968351148e-05	5.6594469284697725e-05	0.06968637662593524	0.2297841043651985	0.06511700251752121
0.0019519329071044922	0.0020061731338500977	0.928030303030303	0.5	0.4813210004281433	0.75	True	{u'estimator__alpha': 0.75, u'estimator__fit_prior': True}	1	1	11	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9259259259259259	0.5	0.4807692307692307	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.9230769230769231	0.5	0.48000000000000004	0.96	0.5	0.4897959183673469	0.0018238273337242725	0.0001296522885656923	0.010426712798238254	0.0	0.002764898314937312
0.001335477828979492	0.0019628524780273436	0.7310606060606061	0.3484848484848485	0.5591296780247536	0.75	False	{u'estimator__alpha': 0.75, u'estimator__fit_prior': False}	15	11	5	0.8148148148148148	0.0	0.5896656534954408	0.5555555555555556	0.5	0.46710526315789475	0.7407407407407407	0.5	0.6004228329809724	0.7407407407407407	0.5	0.6004228329809724	0.7777777777777778	0.0	0.5597826086956521	0.6923076923076923	0.5	0.5666666666666667	0.7307692307692307	0.0	0.4222222222222222	0.7692307692307693	0.5	0.6285714285714286	0.7692307692307693	0.5	0.6285714285714286	0.72	0.5	0.5257452574525745	2.5420206345792077e-05	5.312079371914051e-05	0.06750167977454978	0.2297841043651985	0.06493996714794226
